Text;Etiqueta
I'm really tired, but at the same time I feel accomplished with what I've done.;2
This semester was much harder than I expected, and I'm not sure if I did well.;4
I feel indifferent about the results, as long as it's over I'm happy.;0
The exams were easier than I thought, but now I'm worried about the grading.;4
I'm frustrated that I didn't have enough time to study properly.;3
I'm so relieved that everything is finally done, now I can relax.;1
I didn't expect to enjoy my courses as much as I did, it's a nice surprise.;5
I don't even care about the grades anymore, I just want to finish this degree.;0
I'm excited to see my results, I worked really hard this semester.;1
I'm afraid I didn't do well in all of my exams, the pressure was too much.;4
I can't believe the semester is over, it feels like we just started.;5
I really enjoyed working with my classmates this semester, it made things a lot easier.;2
I'm shocked by how difficult this semester was, I wasn't expecting it.;5
I felt unprepared going into the exams, and now I'm scared about the results.;4
I'm exhausted but happy that the semester is finally over.;1
This semester has been a nightmare, I'm so glad it's done.;3
I was surprised by how well I did in some of my exams.;5
I felt a lot of pressure throughout the semester, and it's still weighing on me.;0
I'm happy that I was able to complete everything, even though it was hard.;1
The pressure is really getting to me, and I can't wait for this to end.;3
I have mixed feelings about my exams, but overall I'm satisfied with my effort.;2
I'm feeling really confident about my progress, this semester has been tough but rewarding.;1
I'm so stressed, I feel like I haven't had a moment to relax all semester.;0
Exams are coming up and I'm so anxious, it's hard to focus on anything else.;4
I just want this semester to end already, I'm really over it.;0
I love how much I've learned, but it's been exhausting to keep up with everything.;2
I'm angry with how much pressure there is to get everything done in such a short time.;3
I feel really surprised by how much I've been able to achieve this semester.;5
I don't know if I can handle another round of exams, it's terrifying every time.;4
I can't believe how quickly the semester went by, it's a bit shocking.;5
I'm really tired, but at the same time I feel accomplished with what I've done.;2
This semester was much harder than I expected, and I'm not sure if I did well.;4
I feel indifferent about the results, as long as it's over I'm happy.;0
The exams were easier than I thought, but now I'm worried about the grading.;4
I'm frustrated that I didn't have enough time to study properly.;3
I'm so relieved that everything is finally done, now I can relax.;1
I didn't expect to enjoy my courses as much as I did, it's a nice surprise.;5
I don't even care about the grades anymore, I just want to finish this degree.;0
I'm excited to see my results, I worked really hard this semester.;1
I'm afraid I didn't do well in all of my exams, the pressure was too much.;4
I can't believe the semester is over, it feels like we just started.;5
I really enjoyed working with my classmates this semester, it made things a lot easier.;2
I'm shocked by how difficult this semester was, I wasn't expecting it.;5
I felt unprepared going into the exams, and now I'm scared about the results.;4
I'm exhausted but happy that the semester is finally over.;1
This semester has been a nightmare, I'm so glad it's done.;3
I was surprised by how well I did in some of my exams.;5
I felt a lot of pressure throughout the semester, and it's still weighing on me.;0
I'm happy that I was able to complete everything, even though it was hard.;1
The pressure is really getting to me, and I can't wait for this to end.;3
I have mixed feelings about my exams, but overall I'm satisfied with my effort.;2
I'm feeling really confident about my progress, this semester has been tough but rewarding.;1
I'm so stressed, I feel like I haven't had a moment to relax all semester.;0
Exams are coming up and I'm so anxious, it's hard to focus on anything else.;4
I just want this semester to end already, I'm really over it.;0
I love how much I've learned, but it's been exhausting to keep up with everything.;2
I'm angry with how much pressure there is to get everything done in such a short time.;3
I feel really surprised by how much I've been able to achieve this semester.;5
I don't know if I can handle another round of exams, it's terrifying every time.;4
I can't believe how quickly the semester went by, it's a bit shocking.;5
I'm really tired, but at the same time I feel accomplished with what I've done.;2
This semester was much harder than I expected, and I'm not sure if I did well.;4
I feel indifferent about the results, as long as it's over I'm happy.;0
The exams were easier than I thought, but now I'm worried about the grading.;4
I'm frustrated that I didn't have enough time to study properly.;3
I'm so relieved that everything is finally done, now I can relax.;1
I didn't expect to enjoy my courses as much as I did, it's a nice surprise.;5
I don't even care about the grades anymore, I just want to finish this degree.;0
I'm excited to see my results, I worked really hard this semester.;1
I'm afraid I didn't do well in all of my exams, the pressure was too much.;4
I can't believe the semester is over, it feels like we just started.;5
I really enjoyed working with my classmates this semester, it made things a lot easier.;2
I'm shocked by how difficult this semester was, I wasn't expecting it.;5
I felt unprepared going into the exams, and now I'm scared about the results.;4
I'm exhausted but happy that the semester is finally over.;1
This semester has been a nightmare, I'm so glad it's done.;3
I was surprised by how well I did in some of my exams.;5
I felt a lot of pressure throughout the semester, and it's still weighing on me.;0
I'm happy that I was able to complete everything, even though it was hard.;1
The pressure is really getting to me, and I can't wait for this to end.;3
I have mixed feelings about my exams, but overall I'm satisfied with my effort.;2
I'm feeling really confident about my progress, this semester has been tough but rewarding.;1
I'm so stressed, I feel like I haven't had a moment to relax all semester.;0
Exams are coming up and I'm so anxious, it's hard to focus on anything else.;4
I just want this semester to end already, I'm really over it.;0
I love how much I've learned, but it's been exhausting to keep up with everything.;2
I'm angry with how much pressure there is to get everything done in such a short time.;3
I feel really surprised by how much I've been able to achieve this semester.;5
I don't know if I can handle another round of exams, it's terrifying every time.;4
I can't believe how quickly the semester went by, it's a bit shocking.;5
I'm really tired, but at the same time I feel accomplished with what I've done.;2
This semester was much harder than I expected, and I'm not sure if I did well.;4
I feel indifferent about the results, as long as it's over I'm happy.;0
The exams were easier than I thought, but now I'm worried about the grading.;4
I'm frustrated that I didn't have enough time to study properly.;3
I'm so relieved that everything is finally done, now I can relax.;1
I didn't expect to enjoy my courses as much as I did, it's a nice surprise.;5
I don't even care about the grades anymore, I just want to finish this degree.;0
I'm excited to see my results, I worked really hard this semester.;1
I'm afraid I didn't do well in all of my exams, the pressure was too much.;4
I can't believe the semester is over, it feels like we just started.;5
I really enjoyed working with my classmates this semester, it made things a lot easier.;2
I'm shocked by how difficult this semester was, I wasn't expecting it.;5
I felt unprepared going into the exams, and now I'm scared about the results.;4
I'm exhausted but happy that the semester is finally over.;1
This semester has been a nightmare, I'm so glad it's done.;3
I was surprised by how well I did in some of my exams.;5
I felt a lot of pressure throughout the semester, and it's still weighing on me.;0
I'm happy that I was able to complete everything, even though it was hard.;1
The pressure is really getting to me, and I can't wait for this to end.;3
I have mixed feelings about my exams, but overall I'm satisfied with my effort.;2
